post_id,city_name,post_status,_wp_page_template,post_category,post_title,ewg_utility_name,ewg_description,ewg_people,ewg_source,ewg_exceed_number,ewg_total_number,ewg_date,ewg_data_source,ewg_exceed,ewg_other
,Fairfield County,publish,usacitypage.php,"North America,United States of America,Ohio",Is Fairfield County Tap Water Safe to Drink?,Fairfield County Utilities PWS,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Ohio Environmental Protection Agency - Division of Drinking and Ground Waters%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,12882,https://www.ewg.org/tapwater/system.php?pws=OH2301912,9,16,2012-2017,Groundwater,"Arsenic,Bromodichloromethane,Bromoform,Chloroform,Dibromochloromethane,Dichloroacetic acid,Nitrate,Nitrate and nitrite,Total trihalomethanes (TTHMs),,,,,,,,,,,","Barium,Chlorate,Dibromoacetic acid,Fluoride,Molybdenum,Strontium,Trichloroacetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Fairhaven,publish,usacitypage.php,"North America,United States of America,Massachusetts",Is Fairhaven Tap Water Safe to Drink?,Fairhaven Water Department,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Massachusetts Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,15792,https://www.ewg.org/tapwater/system.php?pws=MA4094000,1,6,2012-2017,Groundwater,"Chromium (hexavalent),,,,,,,,,,,,,,,,,,,","Aluminum,Chlorate,Manganese,Strontium,Tetrachloroethylene (perchloroethylene),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Fairhope,publish,usacitypage.php,"North America,United States of America,Alabama",Is Fairhope Tap Water Safe to Drink?,Fairhope Water System,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Alabama Department of Environmental Management%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,38754,https://www.ewg.org/tapwater/system.php?pws=AL0000035,4,9,2012-2017,Groundwater,"Chromium (hexavalent),Nitrate,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,,","Aluminum,Barium,Cobalt,Haloacetic acids (HAA5),Strontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Fairmont,publish,usacitypage.php,"North America,United States of America,Minnesota",Is Fairmont Tap Water Safe to Drink?,Fairmont,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Minnesota Department of Health - Environmental Health Division%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,10666,https://www.ewg.org/tapwater/system.php?pws=MN1460003,8,19,2012-2017,Surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Nitrate,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,","1%2C4-Dioxane,Bromoform,Chlorate,Chromium (total),Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Molybdenum,Monochloroacetic acid,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Fairmont,publish,usacitypage.php,"North America,United States of America,West Virginia",Is Fairmont Tap Water Safe to Drink?,City of Fairmont,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Office of Environmental Health Services%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,29179,https://www.ewg.org/tapwater/system.php?pws=WV3302502,8,16,2012-2017,Surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,","Barium,Chlorate,Fluoride,Haloacetic acids (HAA5),Monobromoacetic acid,Monochloroacetic acid,Nitrate,Strontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6662,Fall River,publish,usacitypage.php,"North America,United States of America,Massachusetts",Is Fall River Tap Water Safe to Drink?,Fall River Water Department,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Massachusetts Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,88857,https://www.ewg.org/tapwater/system.php?pws=MA4095000,6,19,2012-2017,Surface water,"Bromodichloromethane,Chloroform,Dibromochloromethane,Dichloroacetic acid,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,,,","Aluminum,Barium,Chlorate,Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Manganese,Monobromoacetic acid,Monochloroacetic acid,Nitrate,Perchlorate,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Fallbrook,publish,usacitypage.php,"North America,United States of America,California",Is Fallbrook Tap Water Safe to Drink?,Fallbrook PUD,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the California State Water Resources Control Board%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,34096,https://www.ewg.org/tapwater/system.php?pws=CA3710008,9,20,2012-2017,Purchased surface water,"Bromodichloromethane,Bromoform,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Nitrate,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,","Barium,Chlorate,Chromium (total),Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Molybdenum,Monobromoacetic acid,Monochloroacetic acid,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Falmouth,publish,usacitypage.php,"North America,United States of America,Massachusetts",Is Falmouth Tap Water Safe to Drink?,Falmouth Water Department,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Massachusetts Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,77500,https://www.ewg.org/tapwater/system.php?pws=MA4096000,10,21,2012-2017,Surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Nitrate,Radium%2C combined (-226 & -228),Tetrachloroethylene (perchloroethylene),Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,","Barium,Bromoform,Chlorate,Dibromoacetic acid,Haloacetic acids (HAA5),Manganese,Monobromoacetic acid,Monochloroacetic acid,Perchlorate,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6663,Fargo,publish,usacitypage.php,"North America,United States of America,North Dakota",Is Fargo Tap Water Safe to Drink?,City of Fargo,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the North Dakota Department of Health%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,120762,https://www.ewg.org/tapwater/system.php?pws=ND0900336,7,17,2012-2017,Surface water,"Bromate,Bromodichloromethane,Chloroform,Chromium (hexavalent),Dichloroacetic acid,Nitrate and nitrite,Total trihalomethanes (TTHMs),,,,,,,,,,,,,","Bromide,Bromoform,Dibromoacetic acid,Dibromochloromethane,Haloacetic acids (HAA5),Molybdenum,Monochloroacetic acid,Strontium,Trichloroacetic acid,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Faribault,publish,usacitypage.php,"North America,United States of America,Minnesota",Is Faribault Tap Water Safe to Drink?,Faribault,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Minnesota Department of Health - Environmental Health Division%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,23415,https://www.ewg.org/tapwater/system.php?pws=MN1660002,2,11,2012-2017,Groundwater,"Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,,,,","Bromodichloromethane,Chloroform,Chromium (total),cis-1%2C2-Dichloroethylene,Fluoride,Molybdenum,Strontium,trans-1%2C2-Dichloroethylene,Trichloroethylene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Farmers Branch,publish,usacitypage.php,"North America,United States of America,Texas",Is Farmers Branch Tap Water Safe to Drink?,City of Farmers Branch,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Texas Commission on Environmental Quality%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,31560,https://www.ewg.org/tapwater/system.php?pws=TX0570047,11,40,2012-2017,Purchased surface water,"Arsenic*,Bromate*,Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Nitrate,Nitrate and nitrite,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,","1%2C2%2C4-Trimethylbenzene*,1%2C3%2C5-Trimethylbenzene*,1%2C4-Dioxane,Acetone*,Aluminum*,Antimony*,Atrazine*,Barium*,Bromochloroacetic acid,Bromoform,Chlorate*,Chromium (total)*,Cyanide*,Di(2-ethylhexyl) phthalate*,Dibromoacetic acid,Fluoride*,Haloacetic acids (HAA5),Manganese*,Methyl ethyl ketone*,Molybdenum,Monobromoacetic acid*,Monochloroacetic acid,Naphthalene*,Nitrite,Selenium*,Simazine*,Strontium,Tetrahydrofuran*,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Farmersville,publish,usacitypage.php,"North America,United States of America,California",Is Farmersville Tap Water Safe to Drink?,City of Farmersville,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the California State Water Resources Control Board%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,10908,https://www.ewg.org/tapwater/system.php?pws=CA5410004,6,17,2012-2017,Groundwater,"Bromodichloromethane,Chromium (hexavalent),Dibromochloromethane,Nitrate,Nitrate and nitrite,Total trihalomethanes (TTHMs),,,,,,,,,,,,,,","1%2C4-Dioxane,Aluminum,Bromoform,Chlorate,Chloroform,Chromium (total),Fluoride,Manganese,Molybdenum,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Farmington,publish,usacitypage.php,"North America,United States of America,Michigan",Is Farmington Tap Water Safe to Drink?,City of Farmington,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Michigan Department of Environmental Quality%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,10500,https://www.ewg.org/tapwater/system.php?pws=MI0002230,2,6,2012-2017,Purchased surface water,"Chromium (hexavalent),Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,,,,","Chromium (total),Haloacetic acids (HAA5),Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Farmington,publish,usacitypage.php,"North America,United States of America,Minnesota",Is Farmington Tap Water Safe to Drink?,Farmington,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Minnesota Department of Health - Environmental Health Division%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,18735,https://www.ewg.org/tapwater/system.php?pws=MN1190008,6,15,2012-2017,Groundwater,"Bromodichloromethane,Chloroform,Dibromochloromethane,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),Uranium,,,,,,,,,,,,,,","Barium,Cyanide,Dichloroacetic acid,Fluoride,Haloacetic acids (HAA5),Molybdenum,Nitrate,Strontium,Trichloroacetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Farmington,publish,usacitypage.php,"North America,United States of America,Missouri",Is Farmington Tap Water Safe to Drink?,Farmington,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Missouri Department of Natural Resources - Public Drinking Water Program%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,19351,https://www.ewg.org/tapwater/system.php?pws=MO4010270,8,22,2012-2017,Groundwater,"Arsenic,Bromodichloromethane,Bromoform,Chromium (hexavalent),Dibromochloromethane,Nitrate and nitrite,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),,,,,,,,,,,,","Aluminum,Barium,Bromochloroacetic acid,Chlorate,Chlorodifluoromethane,Chloroform,Chromium (total),Cobalt,Dibromoacetic acid,Fluoride,Manganese,Molybdenum,Strontium,Toluene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6664,Farmington,publish,usacitypage.php,"North America,United States of America,New Mexico",Is Farmington Tap Water Safe to Drink?,Farmington Water System,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the New Mexico Environment Department%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,47000,https://www.ewg.org/tapwater/system.php?pws=NM3510224,8,18,2012-2017,Surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,","Barium,Chlorate,Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Molybdenum,Monobromoacetic acid,Monochloroacetic acid,Strontium,Uranium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Farmington,publish,usacitypage.php,"North America,United States of America,New York",Is Farmington Tap Water Safe to Drink?,Canandaigua-Farmington Consolidated WD,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the New York Department of Health - Bureau of Public Water Supply Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,40732,https://www.ewg.org/tapwater/system.php?pws=NY3401151,7,15,2012-2017,Purchased surface water,"Bromodichloromethane,Chloroform,Dibromochloromethane,Dichloroacetic acid,Radium%2C combined (-226 & -228)*,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,,","Barium*,Chromium (total)*,Fluoride*,Haloacetic acids (HAA5),Monobromoacetic acid,Monochloroacetic acid,Nitrate*,Strontium*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6665,Farmington Hills,publish,usacitypage.php,"North America,United States of America,Michigan",Is Farmington Hills Tap Water Safe to Drink?,City of Farmington Hills,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Michigan Department of Environmental Quality%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,72460,https://www.ewg.org/tapwater/system.php?pws=MI0002240,2,5,2012-2017,Purchased surface water,"Chromium (hexavalent),Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,,,,","Haloacetic acids (HAA5),Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Fate,publish,usacitypage.php,"North America,United States of America,Texas",Is Fate Tap Water Safe to Drink?,City of Fate,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Texas Commission on Environmental Quality%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,14327,https://www.ewg.org/tapwater/system.php?pws=TX1990006,15,33,2012-2017,Purchased surface water,"Arsenic*,Atrazine*,Bromate*,Bromodichloromethane,Bromoform,Chlorate,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Nitrate,Nitrate and nitrite,Radium%2C combined (-226 & -228)*,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,","Acetone*,Aluminum*,Antimony*,Barium*,Bromochloroacetic acid,Chlorite*,Chromium (total)*,Cyanide*,Di(2-ethylhexyl) phthalate*,Dibromoacetic acid,Fluoride*,Haloacetic acids (HAA5),Manganese*,Monobromoacetic acid,Monochloroacetic acid,Selenium*,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Fauquier County,publish,usacitypage.php,"North America,United States of America,Virginia",Is Fauquier County Tap Water Safe to Drink?,New Baltimore Regional,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Virginia Department of Health - Office of Drinking Water%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,10060,https://www.ewg.org/tapwater/system.php?pws=VA6061318,9,14,2012-2017,Groundwater,"Arsenic,Bromodichloromethane,Chloroform,Dibromochloromethane,Dichloroacetic acid,Nitrate and nitrite,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,","Barium,Bromoform,Dibromoacetic acid,Haloacetic acids (HAA5),Manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Fayette County,publish,usacitypage.php,"North America,United States of America,Georgia",Is Fayette County Tap Water Safe to Drink?,Fayette County,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Georgia Department of Natural Resources%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,77051,https://www.ewg.org/tapwater/system.php?pws=GA1130001,8,16,2012-2017,Surface water,"Bromodichloromethane,Chlorite,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,","Aluminum,Chlorate,Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Monochloroacetic acid,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Fayette County,publish,usacitypage.php,"North America,United States of America,Pennsylvania",Is Fayette County Tap Water Safe to Drink?,Municipal Authority of Westmoreland County - Yough Plant,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Pennsylvania Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,140000,https://www.ewg.org/tapwater/system.php?pws=PA5260036,6,10,2012-2017,Surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Nitrate,Total trihalomethanes (TTHMs),,,,,,,,,,,,,,","Chlorate,Haloacetic acids (HAA5),Mercury (inorganic),Strontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
